Symbol,Name,Sector,cap,Country,IPO,Year,Sector,Industry
IPG,Interpublic Group,Communication Services,cap,Country,IPO,Year,Sector,Industry
INTU,Intuit,Information Technology,cap,Country,IPO,Year,Sector,Industry
ISRG,Intuitive Surgical,Health Care,cap,Country,IPO,Year,Sector,Industry
IVZ,Invesco,Financials,cap,Country,IPO,Year,Sector,Industry
IPGP,IPG Photonics,Information Technology,cap,Country,IPO,Year,Sector,Industry
IQV,IQVIA,Health Care,cap,Country,IPO,Year,Sector,Industry
IRM,Iron Mountain,Real Estate,cap,Country,IPO,Year,Sector,Industry
JBHT,J.B. Hunt,Industrials,cap,Country,IPO,Year,Sector,Industry
JKHY,Jack Henry & Associates,Information Technology,cap,Country,IPO,Year,Sector,Industry
J,Jacobs,Industrials,cap,Country,IPO,Year,Sector,Industry
JNJ,Johnson & Johnson,Health Care,cap,Country,IPO,Year,Sector,Industry
JCI,Johnson Controls,Industrials,cap,Country,IPO,Year,Sector,Industry
JPM,JPMorgan Chase,Financials,cap,Country,IPO,Year,Sector,Industry
JNPR,Juniper Networks,Information Technology,cap,Country,IPO,Year,Sector,Industry
K,Kellogg's,Consumer Staples,cap,Country,IPO,Year,Sector,Industry
KEY,KeyCorp,Financials,cap,Country,IPO,Year,Sector,Industry
KEYS,Keysight,Information Technology,cap,Country,IPO,Year,Sector,Industry
KMB,Kimberly-Clark,Consumer Staples,cap,Country,IPO,Year,Sector,Industry
KIM,Kimco Realty,Real Estate,cap,Country,IPO,Year,Sector,Industry
KMI,Kinder Morgan,Energy,cap,Country,IPO,Year,Sector,Industry
KLAC,KLA,Information Technology,cap,Country,IPO,Year,Sector,Industry
KHC,Kraft Heinz,Consumer Staples,cap,Country,IPO,Year,Sector,Industry
KR,Kroger,Consumer Staples,cap,Country,IPO,Year,Sector,Industry
LHX,L3Harris,Industrials,cap,Country,IPO,Year,Sector,Industry
LH,LabCorp,Health Care,cap,Country,IPO,Year,Sector,Industry
LRCX,Lam Research,Information Technology,cap,Country,IPO,Year,Sector,Industry
LW,Lamb Weston,Consumer Staples,cap,Country,IPO,Year,Sector,Industry
LVS,Las Vegas Sands,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
LDOS,Leidos,Industrials,cap,Country,IPO,Year,Sector,Industry
LEN,Lennar,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
LLY,Lilly,Health Care,cap,Country,IPO,Year,Sector,Industry
LNC,Lincoln Financial,Financials,cap,Country,IPO,Year,Sector,Industry
LIN,Linde,Materials,cap,Country,IPO,Year,Sector,Industry
LYV,Live Nation Entertainment,Communication Services,cap,Country,IPO,Year,Sector,Industry
LKQ,LKQ Corporation,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
LMT,Lockheed Martin,Industrials,cap,Country,IPO,Year,Sector,Industry
L,Loews Corporation,Financials,cap,Country,IPO,Year,Sector,Industry
LOW,Lowe's,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
LUMN,Lumen,Communication Services,cap,Country,IPO,Year,Sector,Industry
LYB,LyondellBasell,Materials,cap,Country,IPO,Year,Sector,Industry
MTB,M&T Bank,Financials,cap,Country,IPO,Year,Sector,Industry
MRO,Marathon Oil,Energy,cap,Country,IPO,Year,Sector,Industry
MPC,Marathon Petroleum,Energy,cap,Country,IPO,Year,Sector,Industry
MKTX,MarketAxess,Financials,cap,Country,IPO,Year,Sector,Industry
MAR,Marriott International,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
MMC,Marsh & McLennan,Financials,cap,Country,IPO,Year,Sector,Industry
MLM,Martin Marietta,Materials,cap,Country,IPO,Year,Sector,Industry
MAS,Masco,Industrials,cap,Country,IPO,Year,Sector,Industry
MA,Mastercard,Information Technology,cap,Country,IPO,Year,Sector,Industry
MTCH,Match Group,Communication Services,cap,Country,IPO,Year,Sector,Industry
MKC,McCormick,Consumer Staples,cap,Country,IPO,Year,Sector,Industry
MCD,McDonald's,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
MCK,McKesson,Health Care,cap,Country,IPO,Year,Sector,Industry
MDT,Medtronic,Health Care,cap,Country,IPO,Year,Sector,Industry
MRK,Merck,Health Care,cap,Country,IPO,Year,Sector,Industry
META,Meta,Communication Services,cap,Country,IPO,Year,Sector,Industry
MET,MetLife,Financials,cap,Country,IPO,Year,Sector,Industry
MTD,Mettler Toledo,Health Care,cap,Country,IPO,Year,Sector,Industry
MGM,MGM Resorts,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
MCHP,Microchip,Information Technology,cap,Country,IPO,Year,Sector,Industry
MU,Micron,Information Technology,cap,Country,IPO,Year,Sector,Industry
MSFT,Microsoft,Information Technology,cap,Country,IPO,Year,Sector,Industry
MAA,Mid-America Apartments,Real Estate,cap,Country,IPO,Year,Sector,Industry
MRNA,Moderna,Health Care,cap,Country,IPO,Year,Sector,Industry
MHK,Mohawk Industries,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
MOH,Molina Healthcare,Health Care,cap,Country,IPO,Year,Sector,Industry
TAP,Molson Coors,Consumer Staples,cap,Country,IPO,Year,Sector,Industry
MDLZ,Mondelez International,Consumer Staples,cap,Country,IPO,Year,Sector,Industry
MPWR,Monolithic Power Systems,Information Technology,cap,Country,IPO,Year,Sector,Industry
MNST,Monster Beverage,Consumer Staples,cap,Country,IPO,Year,Sector,Industry
MCO,Moody's,Financials,cap,Country,IPO,Year,Sector,Industry
MS,Morgan Stanley,Financials,cap,Country,IPO,Year,Sector,Industry
MOS,Mosaic,Materials,cap,Country,IPO,Year,Sector,Industry
MSI,Motorola Solutions,Information Technology,cap,Country,IPO,Year,Sector,Industry
MSCI,MSCI,Financials,cap,Country,IPO,Year,Sector,Industry
NDAQ,Nasdaq,Financials,cap,Country,IPO,Year,Sector,Industry
NTAP,NetApp,Information Technology,cap,Country,IPO,Year,Sector,Industry
NFLX,Netflix,Communication Services,cap,Country,IPO,Year,Sector,Industry
NWL,Newell Brands,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
NEM,Newmont,Materials,cap,Country,IPO,Year,Sector,Industry
NWSA,News Corp (Class A),Communication Services,cap,Country,IPO,Year,Sector,Industry
NWS,News Corp (Class B),Communication Services,cap,Country,IPO,Year,Sector,Industry
NEE,NextEra Energy,Utilities,cap,Country,IPO,Year,Sector,Industry
NLSN,Nielsen,Industrials,cap,Country,IPO,Year,Sector,Industry
NKE,Nike,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
NI,NiSource,Utilities,cap,Country,IPO,Year,Sector,Industry
NDSN,Nordson,Industrials,cap,Country,IPO,Year,Sector,Industry
NSC,Norfolk Southern,Industrials,cap,Country,IPO,Year,Sector,Industry
NTRS,Northern Trust,Financials,cap,Country,IPO,Year,Sector,Industry
NOC,Northrop Grumman,Industrials,cap,Country,IPO,Year,Sector,Industry
NLOK,NortonLifeLock,Information Technology,cap,Country,IPO,Year,Sector,Industry
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
NRG,NRG Energy,Utilities,cap,Country,IPO,Year,Sector,Industry
NUE,Nucor,Materials,cap,Country,IPO,Year,Sector,Industry
NVDA,Nvidia,Information Technology,cap,Country,IPO,Year,Sector,Industry
NVR,NVR,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
NXPI,NXP,Information Technology,cap,Country,IPO,Year,Sector,Industry
ORLY,O'Reilly Automotive,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
OXY,Occidental Petroleum,Energy,cap,Country,IPO,Year,Sector,Industry
ODFL,Old Dominion,Industrials,cap,Country,IPO,Year,Sector,Industry
OMC,Omnicom Group,Communication Services,cap,Country,IPO,Year,Sector,Industry
OKE,Oneok,Energy,cap,Country,IPO,Year,Sector,Industry
ORCL,Oracle,Information Technology,cap,Country,IPO,Year,Sector,Industry
OGN,Organon,Health Care,cap,Country,IPO,Year,Sector,Industry
OTIS,Otis,Industrials,cap,Country,IPO,Year,Sector,Industry
PCAR,Paccar,Industrials,cap,Country,IPO,Year,Sector,Industry
PKG,Packaging Corporation of America,Materials,cap,Country,IPO,Year,Sector,Industry
PARA,Paramount,Communication Services,cap,Country,IPO,Year,Sector,Industry
PH,Parker,Industrials,cap,Country,IPO,Year,Sector,Industry
PAYX,Paychex,Information Technology,cap,Country,IPO,Year,Sector,Industry
PAYC,Paycom,Information Technology,cap,Country,IPO,Year,Sector,Industry
PYPL,PayPal,Information Technology,cap,Country,IPO,Year,Sector,Industry
PENN,Penn National Gaming,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
PNR,Pentair,Industrials,cap,Country,IPO,Year,Sector,Industry
PEP,PepsiCo,Consumer Staples,cap,Country,IPO,Year,Sector,Industry
PKI,PerkinElmer,Health Care,cap,Country,IPO,Year,Sector,Industry
PFE,Pfizer,Health Care,cap,Country,IPO,Year,Sector,Industry
PM,Philip Morris International,Consumer Staples,cap,Country,IPO,Year,Sector,Industry
PSX,Phillips 66,Energy,cap,Country,IPO,Year,Sector,Industry
PNW,Pinnacle West,Utilities,cap,Country,IPO,Year,Sector,Industry
PXD,Pioneer Natural Resources,Energy,cap,Country,IPO,Year,Sector,Industry
PNC,PNC Financial Services,Financials,cap,Country,IPO,Year,Sector,Industry
POOL,Pool Corporation,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
PPG,PPG Industries,Materials,cap,Country,IPO,Year,Sector,Industry
PPL,PPL,Utilities,cap,Country,IPO,Year,Sector,Industry
PFG,Principal,Financials,cap,Country,IPO,Year,Sector,Industry
PG,Procter & Gamble,Consumer Staples,cap,Country,IPO,Year,Sector,Industry
PGR,Progressive,Financials,cap,Country,IPO,Year,Sector,Industry
PLD,Prologis,Real Estate,cap,Country,IPO,Year,Sector,Industry
PRU,Prudential,Financials,cap,Country,IPO,Year,Sector,Industry
PEG,PSEG,Utilities,cap,Country,IPO,Year,Sector,Industry
PTC,PTC,Information Technology,cap,Country,IPO,Year,Sector,Industry
PSA,Public Storage,Real Estate,cap,Country,IPO,Year,Sector,Industry
PHM,PulteGroup,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
PVH,PVH,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
QRVO,Qorvo,Information Technology,cap,Country,IPO,Year,Sector,Industry
QCOM,Qualcomm,Information Technology,cap,Country,IPO,Year,Sector,Industry
PWR,Quanta,Industrials,cap,Country,IPO,Year,Sector,Industry
DGX,Quest Diagnostics,Health Care,cap,Country,IPO,Year,Sector,Industry
RL,Ralph Lauren,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
RJF,Raymond James,Financials,cap,Country,IPO,Year,Sector,Industry
RTX,Raytheon Technologies,Industrials,cap,Country,IPO,Year,Sector,Industry
O,Realty Income,Real Estate,cap,Country,IPO,Year,Sector,Industry
REG,Regency Centers,Real Estate,cap,Country,IPO,Year,Sector,Industry
REGN,Regeneron,Health Care,cap,Country,IPO,Year,Sector,Industry
RF,Regions,Financials,cap,Country,IPO,Year,Sector,Industry
RSG,Republic Services,Industrials,cap,Country,IPO,Year,Sector,Industry
RMD,ResMed,Health Care,cap,Country,IPO,Year,Sector,Industry
RHI,Robert Half,Industrials,cap,Country,IPO,Year,Sector,Industry
ROK,Rockwell Automation,Industrials,cap,Country,IPO,Year,Sector,Industry
ROL,Rollins,Industrials,cap,Country,IPO,Year,Sector,Industry
ROP,Roper,Industrials,cap,Country,IPO,Year,Sector,Industry
ROST,Ross,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
RCL,Royal Caribbean Group,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
SPGI,S&P Global,Financials,cap,Country,IPO,Year,Sector,Industry
CRM,Salesforce,Information Technology,cap,Country,IPO,Year,Sector,Industry
SBAC,SBA Communications,Real Estate,cap,Country,IPO,Year,Sector,Industry
SLB,Schlumberger,Energy,cap,Country,IPO,Year,Sector,Industry
STX,Seagate,Information Technology,cap,Country,IPO,Year,Sector,Industry
SEE,Sealed Air,Materials,cap,Country,IPO,Year,Sector,Industry
SRE,Sempra,Utilities,cap,Country,IPO,Year,Sector,Industry
NOW,ServiceNow,Information Technology,cap,Country,IPO,Year,Sector,Industry
SHW,Sherwin-Williams,Materials,cap,Country,IPO,Year,Sector,Industry
SBNY,Signature Bank,Financials,cap,Country,IPO,Year,Sector,Industry
SPG,Simon,Real Estate,cap,Country,IPO,Year,Sector,Industry
SWKS,Skyworks,Information Technology,cap,Country,IPO,Year,Sector,Industry
SJM,Smucker,Consumer Staples,cap,Country,IPO,Year,Sector,Industry
SNA,Snap-on,Industrials,cap,Country,IPO,Year,Sector,Industry
SEDG,SolarEdge,Information Technology,cap,Country,IPO,Year,Sector,Industry
SO,Southern Company,Utilities,cap,Country,IPO,Year,Sector,Industry
LUV,Southwest Airlines,Industrials,cap,Country,IPO,Year,Sector,Industry
SWK,Stanley Black & Decker,Industrials,cap,Country,IPO,Year,Sector,Industry
SBUX,Starbucks,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
STT,State Street,Financials,cap,Country,IPO,Year,Sector,Industry
STE,Steris,Health Care,cap,Country,IPO,Year,Sector,Industry
SYK,Stryker,Health Care,cap,Country,IPO,Year,Sector,Industry
SIVB,SVB Financial,Financials,cap,Country,IPO,Year,Sector,Industry
SYF,Synchrony,Financials,cap,Country,IPO,Year,Sector,Industry
SNPS,Synopsys,Information Technology,cap,Country,IPO,Year,Sector,Industry
SYY,Sysco,Consumer Staples,cap,Country,IPO,Year,Sector,Industry
TMUS,T-Mobile,Communication Services,cap,Country,IPO,Year,Sector,Industry
TROW,T. Rowe Price,Financials,cap,Country,IPO,Year,Sector,Industry
TTWO,Take-Two Interactive,Communication Services,cap,Country,IPO,Year,Sector,Industry
TPR,Tapestry,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
TGT,Target,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
TEL,TE Connectivity,Information Technology,cap,Country,IPO,Year,Sector,Industry
TDY,Teledyne,Industrials,cap,Country,IPO,Year,Sector,Industry
TFX,Teleflex,Health Care,cap,Country,IPO,Year,Sector,Industry
TER,Teradyne,Information Technology,cap,Country,IPO,Year,Sector,Industry
TSLA,Tesla,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
TXN,Texas Instruments,Information Technology,cap,Country,IPO,Year,Sector,Industry
TXT,Textron,Industrials,cap,Country,IPO,Year,Sector,Industry
TMO,Thermo Fisher Scientific,Health Care,cap,Country,IPO,Year,Sector,Industry
TJX,TJX Companies,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
TSCO,Tractor Supply,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
TT,Trane Technologies,Industrials,cap,Country,IPO,Year,Sector,Industry
TDG,TransDigm,Industrials,cap,Country,IPO,Year,Sector,Industry
TRV,Travelers,Financials,cap,Country,IPO,Year,Sector,Industry
TRMB,Trimble,Information Technology,cap,Country,IPO,Year,Sector,Industry
TFC,Truist,Financials,cap,Country,IPO,Year,Sector,Industry
TWTR,Twitter,Communication Services,cap,Country,IPO,Year,Sector,Industry
TYL,Tyler Technologies,Information Technology,cap,Country,IPO,Year,Sector,Industry
TSN,Tyson,Consumer Staples,cap,Country,IPO,Year,Sector,Industry
USB,U.S. Bank,Financials,cap,Country,IPO,Year,Sector,Industry
UDR,UDR,Real Estate,cap,Country,IPO,Year,Sector,Industry
ULTA,Ulta Beauty,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
UAA,Under Armour (Class A),Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
UA,Under Armour (Class C),Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
UNP,Union Pacific,Industrials,cap,Country,IPO,Year,Sector,Industry
UAL,United Airlines,Industrials,cap,Country,IPO,Year,Sector,Industry
UPS,United Parcel Service,Industrials,cap,Country,IPO,Year,Sector,Industry
URI,United Rentals,Industrials,cap,Country,IPO,Year,Sector,Industry
UNH,UnitedHealth Group,Health Care,cap,Country,IPO,Year,Sector,Industry
UHS,Universal Health Services,Health Care,cap,Country,IPO,Year,Sector,Industry
VLO,Valero,Energy,cap,Country,IPO,Year,Sector,Industry
VTR,Ventas,Real Estate,cap,Country,IPO,Year,Sector,Industry
VRSN,Verisign,Information Technology,cap,Country,IPO,Year,Sector,Industry
VRSK,Verisk,Industrials,cap,Country,IPO,Year,Sector,Industry
VZ,Verizon,Communication Services,cap,Country,IPO,Year,Sector,Industry
VRTX,Vertex,Health Care,cap,Country,IPO,Year,Sector,Industry
VFC,VF Corporation,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
VTRS,Viatris,Health Care,cap,Country,IPO,Year,Sector,Industry
VICI,Vici,Real Estate,cap,Country,IPO,Year,Sector,Industry
V,Visa,Information Technology,cap,Country,IPO,Year,Sector,Industry
VNO,Vornado Realty Trust,Real Estate,cap,Country,IPO,Year,Sector,Industry
VMC,Vulcan Materials,Materials,cap,Country,IPO,Year,Sector,Industry
WAB,Wabtec,Industrials,cap,Country,IPO,Year,Sector,Industry
WBA,Walgreens Boots Alliance,Consumer Staples,cap,Country,IPO,Year,Sector,Industry
WMT,Walmart,Consumer Staples,cap,Country,IPO,Year,Sector,Industry
WBD,Warner Bros. Discovery,Communication Services,cap,Country,IPO,Year,Sector,Industry
WM,Waste Management,Industrials,cap,Country,IPO,Year,Sector,Industry
WAT,Waters,Health Care,cap,Country,IPO,Year,Sector,Industry
WEC,WEC Energy Group,Utilities,cap,Country,IPO,Year,Sector,Industry
WFC,Wells Fargo,Financials,cap,Country,IPO,Year,Sector,Industry
WELL,Welltower,Real Estate,cap,Country,IPO,Year,Sector,Industry
WST,West Pharmaceutical Services,Health Care,cap,Country,IPO,Year,Sector,Industry
WDC,Western Digital,Information Technology,cap,Country,IPO,Year,Sector,Industry
WRK,WestRock,Materials,cap,Country,IPO,Year,Sector,Industry
WY,Weyerhaeuser,Real Estate,cap,Country,IPO,Year,Sector,Industry
WHR,Whirlpool,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
WMB,Williams,Energy,cap,Country,IPO,Year,Sector,Industry
WTW,Willis Towers Watson,Financials,cap,Country,IPO,Year,Sector,Industry
WYNN,Wynn Resorts,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
XEL,Xcel Energy,Utilities,cap,Country,IPO,Year,Sector,Industry
XYL,Xylem,Industrials,cap,Country,IPO,Year,Sector,Industry
YUM,Yum! Brands,Consumer Discretionary,cap,Country,IPO,Year,Sector,Industry
ZBRA,Zebra,Information Technology,cap,Country,IPO,Year,Sector,Industry
ZBH,Zimmer Biomet,Health Care,cap,Country,IPO,Year,Sector,Industry
ZION,Zions Bancorp,Financials,cap,Country,IPO,Year,Sector,Industry
ZTS,Zoetis,Health Care,cap,Country,IPO,Year,Sector,Industry
